date,generated_kWh,maxtempF,mintempF,avgtempF,totalSnow_cm,sunHour,uvIndex,humidity,precipInches,pressureInches,cloudcover,windspeedMiles,visibilityMiles,lag_1,lag_2
2013-06-25,7.5,64,51,60,0.0,16.6,4,59,0.0,31,26,4,6,18.099999999999454,9.800000000000182
2013-06-26,22.0,64,46,61,0.0,16.6,4,59,0.0,31,40,6,6,7.5,18.099999999999454
2013-06-27,19.700000000000728,61,49,58,0.0,13.4,3,65,0.0,31,50,10,6,22.0,7.5
2013-06-28,16.899999999999636,64,51,60,0.0,12.5,4,75,0.0,31,87,8,6,19.700000000000728,22.0
2013-06-29,7.0,60,52,58,0.0,14.2,3,80,0.0,31,75,7,6,16.899999999999636,19.700000000000728
2013-06-30,20.199999999999818,72,49,66,0.0,16.6,4,64,0.0,31,34,7,6,7.0,16.899999999999636
2013-07-01,22.800000000000182,67,53,63,0.0,15.0,5,69,0.0,31,64,7,6,20.199999999999818,7.0
2013-07-02,18.0,72,49,66,0.0,16.6,4,54,0.0,30,45,7,6,22.800000000000182,20.199999999999818
2013-07-03,16.199999999999818,64,60,63,0.0,12.5,4,83,0.0,30,97,8,6,18.0,22.800000000000182
2013-07-04,7.600000000000364,73,55,67,0.0,14.9,4,61,0.0,31,32,9,6,16.199999999999818,18.0
2013-07-05,11.0,74,56,69,0.0,16.3,5,67,0.0,31,50,3,6,7.600000000000364,16.199999999999818
2013-07-06,13.199999999999818,80,57,74,0.0,16.2,5,59,0.0,31,14,5,6,11.0,7.600000000000364
2013-07-07,23.899999999999636,80,60,75,0.0,16.2,6,55,0.0,31,0,7,6,13.199999999999818,11.0
2013-07-08,28.200000000000728,79,59,72,0.0,16.2,5,56,0.0,31,16,8,6,23.899999999999636,13.199999999999818
2013-07-09,26.799999999999272,77,58,71,0.0,16.2,6,54,0.0,31,3,7,6,28.200000000000728,23.899999999999636
2013-07-10,28.200000000000728,73,56,67,0.0,15.6,4,64,0.0,31,63,8,6,26.799999999999272,28.200000000000728
2013-07-11,19.599999999999454,66,51,61,0.0,13.9,4,68,0.0,31,67,5,6,28.200000000000728,26.799999999999272
2013-07-12,27.0,69,51,64,0.0,15.6,4,63,0.0,31,64,5,6,19.599999999999454,28.200000000000728
2013-07-13,12.600000000000364,74,53,67,0.0,15.6,4,65,0.0,31,52,4,6,27.0,19.599999999999454
2013-07-14,27.0,77,53,71,0.0,16.1,5,60,0.0,31,17,3,6,12.600000000000364,27.0
2013-07-15,20.099999999999454,78,58,73,0.0,16.1,5,48,0.0,31,3,5,6,27.0,12.600000000000364
2013-07-16,28.900000000000546,80,57,75,0.0,16.1,6,48,0.0,31,14,2,6,20.099999999999454,27.0
2013-07-17,23.699999999999818,79,62,73,0.0,15.6,6,57,0.0,31,49,6,6,28.900000000000546,20.099999999999454
2013-07-17,23.699999999999818,79,62,73,0.0,15.6,6,57,0.0,31,49,6,6,23.699999999999818,28.900000000000546
2013-07-18,23.0,82,62,76,0.0,16.0,6,52,0.0,31,2,9,6,23.699999999999818,23.699999999999818
2013-07-19,26.5,80,60,73,0.0,16.0,6,50,0.0,31,0,10,6,23.0,23.699999999999818
2013-07-20,24.300000000000182,71,58,68,0.0,13.8,5,71,0.0,31,68,7,6,26.5,23.0
2013-07-21,17.800000000000182,89,58,80,0.0,15.9,6,48,0.0,31,0,5,6,24.300000000000182,26.5
2013-07-22,25.399999999999636,91,66,85,0.0,15.9,7,41,0.0,30,18,3,6,17.800000000000182,24.300000000000182
2013-07-23,23.199999999999818,89,67,83,0.0,15.9,7,45,0.0,30,9,5,6,25.399999999999636,17.800000000000182
2013-07-24,20.699999999999818,80,64,75,0.0,15.9,5,51,0.0,30,27,7,5,23.199999999999818,25.399999999999636
2013-07-25,26.100000000000364,81,61,77,0.0,15.8,7,59,0.0,30,31,4,6,20.699999999999818,23.199999999999818
2013-07-26,20.0,80,64,76,0.0,15.8,6,70,0.3,30,45,8,4,26.100000000000364,20.699999999999818
2013-07-27,17.399999999999636,81,65,78,0.0,15.4,6,74,0.1,30,47,2,4,20.0,26.100000000000364
2013-07-28,15.900000000000546,75,61,71,0.0,14.5,5,56,0.0,30,6,6,6,17.399999999999636,20.0
2013-07-29,23.5,74,60,70,0.0,14.5,6,59,0.0,30,49,9,5,15.900000000000546,17.399999999999636
2013-07-30,23.300000000000182,69,57,65,0.0,10.5,4,72,0.0,30,74,12,3,23.5,15.900000000000546
2013-07-31,7.899999999999636,75,62,70,0.0,12.5,5,68,0.0,31,77,8,6,23.300000000000182,23.5
2013-08-01,17.699999999999818,88,64,80,0.0,14.5,7,51,0.0,30,3,6,6,7.899999999999636,23.300000000000182
2013-08-02,26.100000000000364,93,67,84,0.0,14.5,7,48,0.0,30,8,7,6,17.699999999999818,7.899999999999636
2013-08-03,21.199999999999818,75,62,71,0.0,14.5,6,51,0.0,31,26,12,6,26.100000000000364,17.699999999999818
2013-08-04,21.100000000000364,78,57,73,0.0,14.5,6,45,0.0,31,53,5,6,21.199999999999818,26.100000000000364
2013-08-05,24.699999999999818,83,59,77,0.0,14.5,6,45,0.0,30,6,7,6,21.100000000000364,21.199999999999818
2013-08-06,16.5,74,60,69,0.0,13.5,5,66,0.0,30,58,5,6,24.699999999999818,21.100000000000364
2013-08-07,12.599999999999454,65,56,61,0.0,11.4,4,93,0.0,30,57,8,6,16.5,24.699999999999818
2013-08-08,2.7000000000007276,71,54,66,0.0,14.5,4,56,0.0,31,47,7,6,12.599999999999454,16.5
2013-08-09,19.0,72,55,68,0.0,12.4,5,56,0.0,31,69,8,5,2.7000000000007276,12.599999999999454
2013-08-10,19.099999999999454,68,54,64,0.0,14.5,4,52,0.0,31,57,10,6,19.0,2.7000000000007276
2013-08-11,14.300000000000182,69,54,64,0.0,13.5,5,62,0.0,31,68,9,6,19.099999999999454,19.0
2013-08-12,13.0,68,56,64,0.0,10.3,4,62,0.0,30,79,8,6,14.300000000000182,19.099999999999454
2013-08-13,13.699999999999818,67,53,63,0.0,14.5,5,54,0.0,31,17,11,6,13.0,14.300000000000182
2013-08-14,24.300000000000182,71,51,65,0.0,14.5,5,55,0.0,31,32,5,6,13.699999999999818,13.0
2013-08-15,12.0,73,54,67,0.0,12.4,5,64,0.0,31,63,6,6,24.300000000000182,13.699999999999818
2013-08-16,14.0,80,59,73,0.0,14.5,6,41,0.0,30,15,7,6,12.0,24.300000000000182
2013-08-16,14.0,80,59,73,0.0,14.5,6,41,0.0,30,15,7,6,14.0,12.0
2013-08-17,14.699999999999818,75,60,68,0.0,12.4,4,74,0.0,30,95,9,6,14.0,14.0
2013-08-18,18.199999999999818,73,62,68,0.0,8.2,5,75,0.0,30,74,11,6,14.699999999999818,14.0
2013-08-19,16.100000000000364,69,57,65,0.0,11.6,5,55,0.0,31,16,11,5,18.199999999999818,14.699999999999818
2013-08-20,24.0,71,51,65,0.0,10.5,5,56,0.0,31,46,0,6,16.100000000000364,18.199999999999818
2013-08-21,16.0,78,56,71,0.0,11.6,6,45,0.0,31,15,1,6,24.0,16.100000000000364
2013-08-22,22.0,70,56,67,0.0,10.5,5,73,0.0,31,46,7,6,16.0,24.0
2013-08-23,8.0,80,57,72,0.0,11.6,6,47,0.0,30,8,7,6,22.0,16.0
2013-08-24,22.0,69,59,65,0.0,9.3,5,89,0.0,30,42,2,3,8.0,22.0
2013-08-25,5.0,71,56,66,0.0,9.3,4,66,0.0,30,79,4,6,22.0,8.0
2013-08-26,11.0,73,55,67,0.0,11.6,4,47,0.0,30,12,10,6,5.0,22.0
2013-08-27,15.0,74,56,68,0.0,11.6,6,45,0.0,30,7,5,6,11.0,5.0
2013-08-28,21.0,74,55,68,0.0,10.4,5,45,0.0,31,65,5,6,15.0,11.0
2013-08-29,16.0,77,53,69,0.0,11.6,5,47,0.0,31,11,4,6,21.0,15.0
2013-08-30,22.0,74,55,66,0.0,9.3,5,52,0.0,31,61,6,6,16.0,21.0
2013-08-31,14.0,68,53,64,0.0,10.4,4,72,0.0,31,75,11,6,22.0,16.0
2013-09-01,20.0,65,48,60,0.0,11.6,5,53,0.0,31,51,9,6,14.0,22.0
2013-09-02,13.0,71,51,64,0.0,11.6,5,60,0.0,31,13,10,6,20.0,14.0
2013-09-03,21.0,78,57,71,0.0,11.6,5,60,0.0,31,47,1,6,13.0,20.0
2013-09-04,12.0,83,59,75,0.0,11.6,6,53,0.0,31,0,4,6,21.0,13.0
2013-09-05,20.0,88,64,79,0.0,11.6,7,44,0.0,30,1,5,6,12.0,21.0
2013-09-06,20.0,83,62,74,0.0,11.6,6,47,0.0,30,9,1,6,20.0,12.0
2013-09-07,11.0,71,58,66,0.0,11.6,4,46,0.0,31,14,7,6,20.0,20.0
2013-09-08,16.0,69,54,63,0.0,11.6,4,50,0.0,31,32,4,6,11.0,20.0
2013-09-09,15.0,64,48,56,0.0,9.1,3,57,0.0,31,60,8,6,16.0,11.0
2013-09-10,6.0,60,49,56,0.0,7.8,3,74,0.0,30,100,10,6,15.0,16.0
2013-09-11,10.0,64,53,59,0.0,9.0,4,75,0.0,30,69,9,6,6.0,15.0
2013-09-12,7.0,64,54,60,0.0,9.0,4,73,0.0,31,70,8,6,10.0,6.0
2013-09-13,10.0,63,51,58,0.0,7.7,3,76,0.0,31,86,6,6,7.0,10.0
2013-09-14,5.0,63,53,60,0.0,7.6,4,83,0.0,30,100,11,6,10.0,7.0
2013-09-15,6.0,62,49,57,0.0,8.9,3,59,0.0,30,20,9,6,5.0,10.0
2013-09-15,6.0,62,49,57,0.0,8.9,3,59,0.0,30,20,9,6,6.0,5.0
2013-09-16,10.0,59,48,55,0.0,11.6,3,50,0.0,30,16,14,6,6.0,6.0
2013-09-17,17.0,58,44,53,0.0,7.5,4,57,0.0,30,63,13,6,10.0,6.0
2013-09-18,7.0,58,50,55,0.0,8.9,3,78,0.0,30,91,8,6,17.0,10.0
2013-09-19,5.0,59,47,55,0.0,7.5,3,64,0.0,30,65,11,6,7.0,17.0
2013-09-20,7.0,61,54,58,0.0,10.2,3,70,0.0,31,78,10,6,5.0,7.0
2013-09-21,10.0,66,51,60,0.0,11.6,5,60,0.0,31,24,4,6,7.0,5.0
2013-09-22,13.0,67,54,63,0.0,8.8,4,82,0.0,31,81,4,6,10.0,7.0
2013-09-23,6.0,67,56,63,0.0,7.4,4,73,0.0,31,79,3,6,13.0,10.0
2013-09-24,10.0,72,53,64,0.0,11.6,4,64,0.0,30,3,5,6,6.0,13.0
2013-09-25,16.0,70,51,63,0.0,10.2,4,63,0.0,30,56,0,6,10.0,6.0
2013-09-26,12.0,64,51,60,0.0,8.8,4,64,0.0,31,71,5,6,16.0,10.0
2013-09-27,13.0,63,44,55,0.0,11.6,3,63,0.0,30,3,6,6,12.0,16.0
2013-09-28,14.0,62,45,56,0.0,11.6,4,53,0.0,30,28,10,6,13.0,12.0
2013-09-29,12.0,65,45,57,0.0,8.8,4,60,0.0,30,17,11,6,14.0,13.0
2013-09-30,15.0,61,43,54,0.0,11.6,4,60,0.0,30,2,9,6,12.0,14.0
2013-10-01,15.0,62,44,55,0.0,11.6,4,57,0.0,30,0,8,6,15.0,12.0
2013-10-02,14.0,63,42,55,0.0,11.6,4,59,0.0,30,8,11,6,15.0,15.0
2013-10-03,16.0,66,47,58,0.0,11.6,4,53,0.0,30,28,9,6,14.0,15.0
2013-10-04,10.0,70,57,65,0.0,10.2,4,70,0.0,30,64,12,6,16.0,14.0
2013-10-05,8.0,66,55,61,0.0,11.6,4,78,0.0,31,40,7,6,10.0,16.0
2013-10-06,4.0,65,49,58,0.0,10.1,3,76,0.0,31,68,2,6,8.0,10.0
2013-10-07,9.0,67,49,60,0.0,11.5,5,65,0.0,31,7,1,6,4.0,8.0
2013-10-08,10.0,66,51,60,0.0,10.1,5,64,0.0,31,9,6,6,9.0,4.0
2013-10-09,8.0,61,53,59,0.0,7.2,3,73,0.1,31,64,9,6,10.0,9.0
2013-10-10,6.0,55,45,50,0.0,8.7,2,62,0.0,30,81,9,6,8.0,10.0
2013-10-11,7.0,50,40,46,0.0,7.0,2,77,0.0,30,92,1,1,6.0,8.0
2013-10-12,3.0,53,39,47,0.0,10.0,2,68,0.0,31,47,4,6,7.0,6.0
2013-10-13,11.0,45,40,42,0.0,5.3,2,99,0.5,30,90,16,3,3.0,7.0
2013-10-14,1.0,53,44,50,0.0,5.2,3,86,0.0,30,100,11,6,11.0,3.0
2013-10-15,2.0,54,45,51,0.0,5.2,3,78,0.0,30,99,12,6,1.0,11.0
2013-10-15,2.0,54,45,51,0.0,5.2,3,78,0.0,30,99,12,6,2.0,1.0
2013-10-16,3.0,56,43,51,0.0,10.0,3,78,0.0,30,48,8,6,2.0,2.0
2013-10-17,4.0,59,51,56,0.0,8.4,4,82,0.0,30,72,15,6,3.0,2.0
2013-10-18,11.0,58,50,55,0.0,10.0,3,85,0.0,31,50,5,6,4.0,3.0
2013-10-19,9.0,63,47,57,0.0,6.8,4,74,0.0,30,80,9,6,11.0,4.0
2013-10-20,2.0,65,54,60,0.0,10.3,5,70,0.0,30,35,10,6,9.0,11.0
2013-10-21,5.0,65,52,60,0.0,10.2,5,70,0.0,30,40,10,6,2.0,9.0
2013-10-22,5.0,70,56,64,0.0,10.0,5,68,0.0,30,16,13,6,5.0,2.0
2013-10-23,7.0,64,53,60,0.0,10.0,4,72,0.0,30,82,13,6,5.0,5.0
2013-10-24,5.0,63,49,57,0.0,10.1,4,69,0.0,31,3,4,6,7.0,5.0
2013-10-25,9.0,65,52,60,0.0,6.7,5,87,0.0,30,79,8,6,5.0,7.0
2013-10-26,4.0,66,57,61,0.0,10.0,4,69,0.0,30,16,13,6,9.0,5.0
2013-10-27,6.0,58,55,56,0.0,8.3,4,81,0.1,30,66,19,5,4.0,9.0
2013-10-28,3.0,60,50,57,0.0,8.3,3,69,0.0,30,82,23,6,6.0,4.0
2013-10-29,4.0,55,44,50,0.0,9.9,4,67,0.0,30,57,14,6,3.0,6.0
2013-10-30,7.0,54,41,48,0.0,9.9,3,66,0.0,31,20,9,6,4.0,3.0
2013-10-31,5.0,54,42,49,0.0,9.8,3,64,0.0,31,11,12,6,7.0,4.0
2013-11-01,6.0,55,47,50,0.0,4.9,3,79,0.0,30,66,11,3,5.0,7.0
2013-11-02,5.0,57,46,53,0.0,6.6,3,90,0.0,30,88,6,1,6.0,5.0
2013-11-03,1.0,51,44,48,0.0,9.7,2,68,0.0,30,74,18,6,5.0,6.0
2013-11-04,6.0,52,44,49,0.0,6.5,2,86,0.1,30,73,15,5,1.0,5.0
2013-11-05,2.0,47,38,42,0.0,4.8,3,92,0.2,30,100,14,4,6.0,1.0
2013-11-06,2.0,55,43,49,0.0,4.8,2,93,0.0,30,78,6,1,2.0,6.0
2013-11-07,1.0,56,49,54,0.0,4.8,3,88,0.1,30,100,7,5,2.0,2.0
2013-11-08,2.0,53,45,50,0.0,4.8,2,84,0.0,30,75,7,6,1.0,2.0
2013-11-09,3.0,50,43,46,0.0,9.5,2,72,0.0,30,54,13,6,2.0,1.0
2013-11-10,3.0,48,42,44,0.0,9.5,2,75,0.0,30,30,12,5,3.0,2.0
2013-11-11,5.0,48,40,44,0.0,9.5,3,74,0.0,31,31,11,6,3.0,3.0
2013-11-12,4.0,47,42,44,0.0,3.4,2,87,0.0,31,99,8,5,5.0,3.0
2013-11-13,2.0,52,42,47,0.0,8.7,2,67,0.0,31,19,2,6,4.0,5.0
2013-11-14,4.0,47,37,43,0.0,3.4,3,93,0.0,31,97,6,3,2.0,4.0
2013-11-14,4.0,47,37,43,0.0,3.4,3,93,0.0,31,97,6,3,4.0,2.0
2013-11-15,2.0,49,40,45,0.0,8.5,2,81,0.0,31,48,8,6,4.0,4.0
2013-11-16,5.0,46,36,41,0.0,5.8,1,77,0.0,31,7,2,6,2.0,4.0
2013-11-17,2.0,43,38,41,0.0,2.1,2,83,0.0,31,100,6,6,5.0,2.0
2013-11-18,1.0,44,35,39,0.0,5.8,2,75,0.0,30,17,5,6,2.0,5.0
2013-11-19,2.0,47,34,43,0.0,2.1,3,80,0.0,30,72,11,3,1.0,2.0
2013-11-20,1.0,41,34,38,2.8,5.8,1,62,0.0,30,53,11,6,2.0,1.0
2013-11-21,2.0,40,32,37,0.1,3.9,1,77,0.0,30,63,10,5,1.0,2.0
2013-11-22,4.0,42,31,37,0.0,3.9,1,77,0.0,30,86,12,6,2.0,1.0
2013-11-23,1.0,44,36,39,0.0,5.8,1,71,0.0,31,30,9,6,4.0,2.0
2013-11-24,2.0,46,37,43,0.0,2.1,3,85,0.0,31,70,6,6,1.0,4.0
2013-11-25,2.0,45,37,42,0.0,2.1,3,74,0.0,31,63,6,6,2.0,1.0
2013-11-26,4.0,45,35,42,0.0,2.1,2,80,0.0,31,83,5,1,2.0,2.0
2013-11-27,2.0,46,38,42,0.0,5.8,3,84,0.0,31,37,4,6,4.0,2.0
2013-11-28,4.0,48,42,46,0.0,2.1,2,92,0.0,31,79,3,1,2.0,4.0
2013-11-29,1.0,46,40,44,0.0,2.0,2,91,0.0,31,98,12,1,4.0,2.0
2013-11-30,1.0,48,40,44,0.0,5.8,2,79,0.0,31,49,7,6,1.0,4.0
2013-12-01,2.0,50,40,44,0.0,5.8,3,74,0.0,31,0,6,6,1.0,1.0
2013-12-02,5.0,45,37,41,0.0,5.8,2,80,0.0,31,14,8,6,2.0,1.0
2013-12-03,4.0,42,33,38,0.0,5.8,2,76,0.0,31,32,1,6,5.0,2.0
2013-12-04,5.0,44,32,41,0.0,2.0,3,91,0.0,31,78,8,1,4.0,5.0
2013-12-05,1.0,45,35,40,0.0,3.9,2,79,0.0,31,47,22,6,5.0,4.0
2013-12-06,1.0,42,38,39,0.0,2.0,1,63,0.0,31,86,12,6,1.0,5.0
2013-12-07,5.0,46,37,43,0.0,2.0,2,86,0.0,31,78,11,1,1.0,1.0
2013-12-08,2.0,49,42,45,0.0,2.0,3,81,0.0,31,62,12,6,5.0,1.0
2013-12-09,2.0,48,40,44,0.0,5.8,2,79,0.0,31,53,10,6,2.0,5.0
2013-12-10,5.0,43,37,40,0.0,5.8,2,62,0.0,31,21,5,6,2.0,2.0
2013-12-11,5.0,46,37,41,0.0,5.8,3,73,0.0,31,0,3,6,5.0,2.0
2013-12-12,5.0,39,32,35,0.0,3.9,2,56,0.0,31,82,7,6,5.0,5.0
2013-12-13,3.0,39,31,35,0.0,5.8,2,62,0.0,31,4,6,6,5.0,5.0
2013-12-14,5.0,44,35,40,0.0,5.8,1,80,0.0,31,20,6,6,3.0,5.0
2013-12-14,5.0,44,35,40,0.0,5.8,1,80,0.0,31,20,6,6,5.0,3.0
2013-12-15,5.0,44,40,42,0.0,2.0,2,73,0.0,31,65,10,6,5.0,5.0
2013-12-16,2.0,46,40,43,0.0,5.8,3,58,0.0,31,7,12,6,5.0,5.0
2013-12-17,4.0,45,41,43,0.0,2.0,3,85,0.0,31,93,5,6,2.0,5.0
2013-12-18,1.0,47,41,45,0.0,5.8,2,77,0.0,31,47,10,6,4.0,2.0
2013-12-19,4.0,48,39,45,0.0,5.8,2,79,0.0,30,24,9,5,1.0,4.0
2013-12-20,4.0,45,38,40,0.0,5.8,2,75,0.0,31,0,10,6,4.0,1.0
2013-12-21,5.0,43,38,41,0.0,3.9,1,73,0.0,31,21,16,6,4.0,4.0
2013-12-22,2.0,47,39,45,0.0,2.0,2,86,0.0,30,85,16,6,5.0,4.0
2013-12-23,1.0,47,39,44,0.0,2.0,2,85,0.0,30,77,16,6,2.0,5.0
2013-12-24,1.800000000000182,50,45,48,0.0,2.0,2,87,0.1,30,100,21,4,1.0,2.0
2013-12-25,0.1999999999998181,45,39,43,0.0,5.8,2,67,0.0,30,3,11,6,1.800000000000182,1.0
2013-12-26,2.0,43,37,41,0.0,2.0,2,84,0.0,30,77,7,6,0.1999999999998181,1.800000000000182
2013-12-27,4.0,47,38,44,0.0,2.0,3,87,0.0,30,100,18,5,2.0,0.1999999999998181
2013-12-28,1.0,43,40,42,0.0,3.9,2,91,0.0,30,79,10,5,4.0,2.0
2013-12-29,3.0,43,37,40,0.0,5.8,2,82,0.0,31,8,10,6,1.0,4.0
2013-12-30,4.0,42,36,39,0.0,2.0,2,76,0.0,31,65,17,6,3.0,1.0
2013-12-31,2.0,44,38,41,0.0,5.8,3,69,0.0,30,47,14,6,4.0,3.0
2014-01-01,2.0,45,38,43,0.0,2.0,2,82,0.0,30,65,16,6,2.0,4.0
2014-01-02,3.0,50,42,47,0.0,5.8,2,77,0.0,30,50,16,3,2.0,2.0
2014-01-03,2.0,53,43,49,0.0,3.9,3,85,0.0,30,83,15,6,3.0,2.0
2014-01-04,3.0,49,42,46,0.0,3.9,3,79,0.0,30,84,15,6,2.0,3.0
2014-01-05,1.0,43,38,40,0.0,5.8,1,78,0.0,30,5,11,6,3.0,2.0
2014-01-06,2.0,53,44,51,0.0,5.8,3,83,0.0,30,60,16,6,1.0,3.0
2014-01-07,2.0,51,46,49,0.0,5.8,2,78,0.0,30,42,17,6,2.0,1.0
2014-01-08,3.0,50,44,47,0.0,5.8,3,77,0.0,31,11,11,6,2.0,2.0
2014-01-09,3.0,51,43,48,0.0,2.0,2,83,0.0,30,85,23,5,3.0,2.0
2014-01-10,1.0,46,38,42,0.0,5.8,3,79,0.0,31,41,11,6,3.0,3.0
2014-01-11,3.0,45,36,41,0.0,3.9,3,88,0.0,31,65,13,3,1.0,3.0
2014-01-12,5.0,41,35,37,0.0,5.8,2,72,0.0,31,19,8,6,3.0,1.0
2014-01-13,6.0,47,37,44,0.0,6.9,3,77,0.0,30,25,10,6,5.0,3.0
2014-01-13,6.0,47,37,44,0.0,6.9,3,77,0.0,30,25,10,6,6.0,5.0
2014-01-14,5.0,43,38,41,0.0,3.2,3,87,0.0,30,100,9,5,6.0,6.0
2014-01-15,1.0,40,35,39,0.0,3.2,2,87,0.1,30,100,11,5,5.0,6.0
2014-01-16,1.0,44,42,43,0.0,5.1,2,91,0.1,30,100,11,5,1.0,5.0
2014-01-17,1.0,47,40,43,0.0,3.3,3,78,0.0,30,70,15,6,1.0,1.0
2014-01-18,2.0,47,40,43,0.0,8.7,2,74,0.0,30,48,12,6,1.0,1.0
2014-01-19,2.0,47,40,44,0.0,3.3,3,79,0.0,30,64,8,3,2.0,1.0
2014-01-20,3.0,42,39,41,0.0,3.3,2,98,0.0,30,100,7,0,2.0,2.0
2014-01-21,1.0,44,35,41,0.0,6.9,2,86,0.0,30,100,4,6,3.0,2.0
2014-01-22,2.0,40,31,36,0.0,5.1,2,71,0.0,30,86,8,6,1.0,3.0
2014-01-23,5.0,44,35,39,0.0,5.1,1,89,0.0,30,77,10,6,2.0,1.0
2014-01-24,1.0,42,35,39,0.0,8.7,2,72,0.0,30,2,2,6,5.0,2.0
2014-01-25,6.0,41,34,38,0.0,3.3,2,73,0.0,31,89,12,6,1.0,5.0
2014-01-26,2.0,42,38,40,0.0,3.3,1,68,0.0,30,63,13,6,6.0,1.0
2014-01-27,3.0,39,34,36,0.0,5.1,1,77,0.0,30,70,13,6,2.0,6.0
2014-01-28,1.0,42,33,37,0.0,5.1,2,75,0.0,30,100,15,6,3.0,2.0
2014-01-29,2.0,40,32,36,0.0,8.7,2,66,0.0,30,34,12,6,1.0,3.0
2014-01-30,4.0,42,32,38,0.0,3.4,1,69,0.0,30,66,6,6,2.0,1.0
2014-01-31,3.0,44,33,39,0.0,8.7,2,78,0.0,30,41,11,6,4.0,2.0
2014-02-01,4.0,45,39,43,0.0,6.9,2,86,0.1,30,97,13,4,3.0,4.0
2014-02-02,3.0,44,35,40,0.0,8.7,2,71,0.0,30,13,11,6,4.0,3.0
2014-02-03,5.0,44,35,39,0.0,8.7,2,68,0.0,30,0,11,6,3.0,4.0
2014-02-04,8.0,46,35,42,0.0,7.0,3,71,0.0,30,22,13,6,5.0,3.0
2014-02-05,5.0,47,38,44,0.0,7.0,3,73,0.0,30,49,17,3,8.0,5.0
2014-02-06,4.0,47,40,43,0.0,3.5,2,77,0.0,30,72,14,6,5.0,8.0
2014-02-07,3.0,47,39,44,0.0,5.2,2,87,0.1,30,100,25,4,4.0,5.0
2014-02-08,1.0,46,39,43,0.0,7.0,3,87,0.2,30,100,19,4,3.0,4.0
2014-02-09,2.0,45,37,41,0.0,5.3,1,65,0.0,30,100,25,1,1.0,3.0
2014-02-10,3.0,44,36,40,0.0,5.3,2,74,0.0,30,81,6,1,2.0,1.0
2014-02-11,2.0,46,37,42,0.0,3.6,2,61,0.0,30,64,18,6,3.0,2.0
2014-02-12,4.0,46,35,42,0.0,7.0,2,67,0.0,30,35,17,6,2.0,3.0
2014-02-12,4.0,46,35,42,0.0,7.0,2,67,0.0,30,35,17,6,4.0,2.0
2014-02-13,6.0,43,37,41,0.0,8.2,1,89,0.1,30,100,6,5,4.0,4.0
2014-02-14,2.0,45,34,40,0.0,9.9,2,70,0.0,30,46,17,6,6.0,4.0
2014-02-15,2.0,51,43,48,0.0,10.0,2,63,0.0,30,33,22,5,2.0,6.0
2014-02-16,6.0,49,38,44,0.0,10.5,3,67,0.0,30,29,15,6,2.0,2.0
2014-02-17,10.0,50,38,44,0.0,10.0,3,73,0.0,30,22,7,6,6.0,2.0
2014-02-18,8.0,51,39,45,0.0,10.0,3,60,0.0,30,15,6,6,10.0,6.0
2014-02-19,2.0,50,40,45,0.0,6.9,2,73,0.0,30,65,11,6,8.0,10.0
2014-02-20,5.0,50,43,47,0.0,5.3,2,83,0.0,30,100,14,1,2.0,8.0
2014-02-21,1.0,48,39,44,0.0,8.5,2,72,0.0,30,63,13,6,5.0,2.0
2014-02-22,10.0,48,37,43,0.0,8.5,3,74,0.0,30,72,11,6,1.0,5.0
2014-02-23,7.0,52,39,46,0.0,8.5,3,69,0.0,31,43,15,6,10.0,1.0
2014-02-24,11.0,55,38,48,0.0,10.8,3,59,0.0,30,6,11,6,7.0,10.0
2014-02-25,9.0,53,44,49,0.0,7.0,3,69,0.0,30,94,15,6,11.0,7.0
2014-02-26,6.0,51,39,46,0.0,10.8,2,63,0.0,30,17,8,6,9.0,11.0
2014-02-27,10.0,45,38,41,0.0,7.0,3,74,0.0,30,100,15,5,6.0,9.0
2014-02-28,2.0,45,36,42,0.0,5.5,2,80,0.0,30,78,10,5,10.0,6.0
2014-03-01,4.0,45,38,42,0.0,5.5,2,75,0.0,30,74,8,6,2.0,10.0
2014-03-02,3.0,49,33,42,0.0,11.0,2,61,0.0,30,7,12,6,4.0,2.0
2014-03-03,9.0,48,39,43,0.0,8.6,3,79,0.1,30,61,9,5,3.0,4.0
2014-03-04,7.0,51,36,44,0.0,11.1,2,69,0.0,30,37,6,6,9.0,3.0
2014-03-05,6.0,54,37,47,0.0,11.1,3,58,0.0,31,4,3,6,7.0,9.0
2014-03-06,13.0,55,38,48,0.0,11.2,3,50,0.0,31,16,7,6,6.0,7.0
2014-03-07,15.0,56,39,49,0.0,10.1,3,55,0.0,31,62,9,6,13.0,6.0
2014-03-08,7.0,63,40,53,0.0,11.2,3,59,0.0,31,16,6,6,15.0,13.0
2014-03-09,14.0,65,43,55,0.0,11.3,4,51,0.0,31,0,9,6,7.0,15.0
2014-03-10,15.0,63,46,56,0.0,11.3,4,55,0.0,31,0,9,6,14.0,7.0
2014-03-11,13.0,56,43,49,0.0,11.3,2,77,0.0,31,0,6,6,15.0,14.0
2014-03-12,15.0,64,40,53,0.0,11.4,4,59,0.0,31,0,5,6,13.0,15.0
2014-03-13,19.0,67,45,58,0.0,11.4,4,52,0.0,31,0,2,6,15.0,13.0
2014-03-14,8.0,59,40,51,0.0,11.6,4,55,0.0,31,2,2,6,19.0,15.0
2014-03-14,8.0,59,40,51,0.0,11.6,4,55,0.0,31,2,2,6,8.0,19.0
